NU_INSCRICAO,NU_NOTA_MT
73ff9fcc02f0a99919906c942c2e1a1042cdcf98,460.2661409124029
71a95f9f1b91a82c65ad94abbdf9f54e6066f968,454.4677815648712
b38a03232f43b11c9d0788abaf060f7366053b6d,651.3451093353085
70b682d9a3636be23f6120fa9d6b164eb3c6002d,-0.34055368327395585
715494628a50142ce8cb17191cfe6d0f3cae0934,570.7000468271765
e656d6bad65c93fb2880f1eba5037008c8e75774,472.4478767779199
465cd2a6907fb37d9d8ad3c065f0e2dabdba9b13,515.0367603298071
11539e86171bf07d3a36f09377d7f54ebcc8406a,456.72643324175453
043c544a2104aa8a9849f1a703a08d37a2f16839,512.8733953108917
76ba050e64ad100b856f0eaabd8f539d5c7dd185,425.54563267307265
8b7c167ea7b55c8168ec60c3851b1b598a8fbd11,0.0884509067961045
db4da599aab5bb08dce27094a35fd3e36cd0abce,0.33713287288764554
940aede382ccb332fab15d413217695ec44ca765,480.12542775923913
9ad714b116da76d878dd399d187fccc2dd13dd63,569.7282790772973
dd34464a4d780b12a089347ad580418ac57a3055,483.28459943716337
f837a4cb05a5fd59d20138182f5e8c721eadd584,448.5329138301349
fbfa8cde21a692b51fb86342110b4a334a0fcfdb,0.13157423449900904
ca8477c8493b09f34d17bb287f9bacf2dd744c32,0.05718169363000448
8b0c675d7fde14953668269d378c588f0df0498b,-0.05180809946221344
051c4f04fcbe385e1b3964aeb87f0a41d7f203d0,433.52697642283465
3d203727f27abd83b71732d88d8cb1cc099f363b,475.7135398576573
d30d31c8ff45094e9a992c63d4a6f68b245a341a,-5.034112222386576
c0c6a803c271a955a7085a59cd3d4d43bcf7a1a6,-0.8617275183089103
cbc301183dec912f3513ca766bf03dd565f3a38f,478.0586212137177
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,680.9092962961624
11282da1ee78c8db45a041db4c744e33df489df0,424.1679921781411
03c67f683a415c2ea09b582248bd4cb08528c19d,562.9852765176336
046e844fb06a07ba30b41521f0065a8d9c6e5024,420.23080428770123
b296bc595a212a2f89a35470a4bdbb3bfc3f7f1a,419.3060964803583
153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,0.010957079099056341
a4e821c6f16fdae0a26cbbb7018b75812dfd074b,0.38033223884385214
f66c2e5ff22a95fa532e78c7c4bf1d145247211d,437.6378418708766
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,600.5815468351224
fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,489.6982075441094
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,503.55376550614216
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,495.82417237620723
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,459.63685291306786
59bfa081e020013410d9f60f91813964ba749bb2,439.1577362707384
f5e069ee3bc95998464e8ff5da048b7f999921ed,416.02089344222344
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,667.9609731788582
664f44258212a1f7e4086f2b4845d586c543fa3f,506.8295769708174
265cd7befa74a9f2a198fc57baec9858075f8419,426.5157783509888
6f9ac44919bbd204e0ef15185388fd2d4bc61253,478.38578450700885
78de1ee60b55766cc3eba4089e36c57139b66ebd,436.8039451235533
24550edb10f283ef4e953fd6a8fedbfa211bd456,0.040147485360551245
1e61a474acdc043eb39a89c17fab34bd2ea1a940,395.8887404471909
940af68ded6af2875708611051aa7ff3f134d80b,498.58362351774906
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,523.8646786329831
c76ddf6e9f80984e901b12f9462a3cf029bea290,489.72095834698035
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,491.11864518165123
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,0.254495134018133
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,-0.7436462703272584
92823d467a2ced9529801e0e8a94802dd88f0c17,432.6076719010661
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,625.8301829542486
413cbb38b2e2522f8167ffb9daeac1347b281393,424.0970878663352
68985fad004092956a4b4ce94dd53dc76d07eaf7,464.6919823697868
bdca9aeb19521675af15f2c28d86f6bebc45a834,420.7208695312748
b65b19d42b7a4b644fe9f99366dcb37b120862d9,448.5066228006771
eda898aa8ec465cbac70de72ead0c6d688e5f95a,427.5150573307186
5357b6c09be4c7f3829b72f80de846a9228253cb,-0.05188441237738516
8d5c4481d736f6ce27976e400f4245bf10757608,397.1594005048855
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,0.004815970664101784
089613ac7dca24109f84c72a97c83b2768b1df1c,0.010957079099056341
527773409bf373301dbd835e59a263c035c043b8,0.6573728159797677
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-0.1649998918686573
c4cea54435c0fd0e171eed4c215479bb3ca86113,440.9471265549462
7d5cd89c6112b9a202a025a24355135bc60848c6,427.3083933029495
b70ab62384aa80545928a311f5b5d3db2f4d87ee,478.6767795256608
c96431dd924f366d2229a7f1455388b8cd85be49,574.5566603115294
1b72da5bb82cc150ecfe71218c02f155d694230b,-1.5261927934375292
e429507efe1c2680cc464481850117d17083cd88,1.288949769484216
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,435.58046022326204
e724482370ae6126008ade80b564ad8d8a0a7cbd,470.72314427939074
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,644.4691421620512
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,0.02037945465919637
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,489.1263113970492
7f898f8939ae054359f83ee154bb91bc7dd2c959,551.430727362625
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,457.65375247197125
82e3b12c6366008fabc238f299f117074e78de5d,383.05419837810575
0d838be0e718ceb786cdb10fcc12559e00440240,521.6323324671171
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,485.7113589747461
